Comp.1,Comp.2,DPH,Temperature,SL,Cluster
0.26301160656462264,0.14964051575898585,20,26,6.033,2
0.811671701669618,0.22178342433066175,20,26,6.811,2
0.976873987720735,0.3600924329923596,20,26,6.959,2
2.3339281047577622,0.008276842394408334,20,26,8.713,2
2.1246939716621367,0.1982697752334638,20,26,8.638,2
1.8305241939295507,0.11928279028273418,20,26,8.046,2
0.5732565259886383,0.14585362069039065,20,26,6.47,2
0.3899525139976764,0.33496646797159746,20,26,6.231,2
-0.5824275561628847,0.18687026314276103,20,26,4.935,1
-1.1106196927855998,0.07584402898024066,20,26,4.336,1
-0.4175023336785612,0.14886663132035605,20,26,5.121,1
-1.566554215181594,-0.15596678707494374,20,26,3.872,1
-0.05587252795774645,-0.3271774589643376,20,26,5.832,2
-1.043847133457903,0.04091721717480232,20,26,4.61,1
-0.8095639151905609,2.096652991294835e-4,20,26,4.694,1
-0.8748710799096041,0.3484682907389435,20,26,4.68,1
-0.2181284221504271,0.30588362990496626,20,26,5.319,2
-0.14685309667303317,0.056940385291463294,20,26,5.758,2
-0.3660844858013704,0.25820732624006176,20,26,5.2,2
0.051203797006915255,0.20590416317805527,20,26,5.719,2
0.30950551160292994,0.2724076910181091,20,26,6.014,2
1.4986507737472523,0.23752047241849591,20,26,7.541,2
0.4911276540125014,0.19374452031163455,20,26,6.264,2
0.40812107397106756,0.37643817884887393,20,26,6.262,2
0.6741024272164056,0.3918749847241323,20,26,6.549,2
0.36126172580362653,0.21721125409597222,20,26,6.058,2
0.4804675699646555,0.3041974532359915,20,26,6.233,2
0.2457456344798968,0.29378046216986975,20,26,6.27,2
4.168835072587134,-0.49935810129440206,24,26,10.602,3
3.827349754177747,-0.6682746535183391,24,26,10.327,3
5.250806090761156,-0.6360958212829378,24,26,12.261,3
3.082117511017798,0.04061850571751019,24,26,9.811,2
5.06908272604931,-0.5562228965930568,24,26,12.233,3
5.318283227300825,-0.6686664522448689,24,26,12.233,3
3.3949326641543682,-0.3770430636664094,24,26,10.341,3
6.687619756907216,-1.1634702813652462,24,26,14.204,3
4.558455855473277,-0.597111116371401,24,26,11.182,3
4.454764490417287,-0.49244100312325156,24,26,11.359,3
9.792949468348915,-1.4311924792821002,24,26,17.743,3
7.56121082323023,-0.792026843689595,24,26,14.991,3
8.280002567766049,-0.8442830670753307,24,26,16.178,3
7.257044326697083,-0.5470004816399558,24,26,14.704,3
7.611122105584077,-0.6173566220101393,24,26,15.437,3
9.173698621740177,-1.7101557093715398,24,26,16.725,3
6.400363440364308,-0.9618899261310488,24,26,13.302,3
6.1232181016460085,-0.7172661558294261,24,26,13.242,3
7.16372102029947,-1.0990782997210142,24,26,14.577,3
7.193691448116305,-1.0239497658874568,24,26,14.448,3
1.6701372843964866,0.34806432405610455,24,26,7.829,2
1.4757672095728052,0.14242036266089067,24,26,7.436,2
1.7231501898667796,0.5353641196840474,24,26,7.946,2
2.713779731292855,0.2343116886309825,24,26,9.179,2
2.7272580501052803,0.4603701835571288,24,26,9.223,2
1.6826407367626555,0.34142854144315077,24,26,7.949,2
3.307492804480719,0.14124660830524957,24,26,10.28,3
2.423829866036041,0.55255501101992,24,26,8.914,2
2.6511277311065298,0.6126366334527386,24,26,9.386,2
2.446524767202693,0.37410603839272527,24,26,8.894,2
-2.090464524319958,-0.33160886903523457,7,28,3.347,1
-2.4285180542245794,-0.43037111370830483,7,28,2.94,1
-2.447883171091115,-0.31421194453207846,7,28,2.948,1
-2.322641330813213,-0.31454381562528544,7,28,3.171,1
-2.3390621675140255,-0.5011500917343144,7,28,3.005,1
-2.3674921042072308,-0.33318131933626516,7,28,3.119,1
-2.3136495195419533,-0.3825287272236435,7,28,3.152,1
-2.3013123444149928,-0.3711720870799324,7,28,2.964,1
-2.391418989536375,-0.3063405840817683,7,28,3.036,1
-2.404447008300067,-0.3733925253309921,7,28,2.939,1
-2.589016703143782,-0.5331789380744245,7,28,2.58,1
-2.510803790876511,-0.5669731966416315,7,28,2.653,1
-2.1981397528349103,-0.5813565174659235,7,28,3.135,1
-2.283406288114902,-0.4667950041000669,7,28,3.26,1
-2.3098035444839233,-0.34668760016896866,7,28,3.158,1
-2.3360219085780494,-0.334435721309103,7,28,3.209,1
-2.318297608542756,-0.31681596642777976,7,28,3.101,1
-2.0380758278248416,-0.379027835824661,7,28,3.461,1
-2.1723270371954326,-0.32337993234864965,7,28,3.228,1
-2.212780703759122,-0.4900593945851437,7,28,3.354,1
-2.236036589699945,-0.3397568890089209,7,28,3.107,1
-2.2759514126229416,-0.43193895229262713,7,28,3.135,1
-2.1678103543500775,-0.4659332033893745,7,28,3.088,1
-2.2166992481295154,-0.5647194513731421,7,28,3.225,1
-1.8414293312083383,-0.19980413793162874,7,28,3.678,1
-2.2004449918691247,-0.3491088182241198,7,28,3.211,1
-1.946901020145465,-0.33790480640825493,7,28,3.598,1
-2.248550975726974,-0.31807009978825457,7,28,3.406,1
-1.6966591279900372,-0.2328333706979564,7,28,3.942,1
-2.3187387527782013,-0.36350767872822526,7,28,3.239,1
-2.1985558348436096,-0.20945015629803304,7,28,3.145,1
-2.4834793886999593,-0.43806687066914984,7,28,2.66,1
-2.405111930784943,-0.3956331432576927,7,28,2.996,1
-2.2703105669879324,-0.36964759353319193,7,28,3.088,1
-2.5509577128129832,-0.4425127642966051,7,28,2.56,1
-2.2281232264446786,-0.20308598920229567,7,28,3.101,1
-2.218974455276768,-0.23091668636857787,7,28,3.386,1
-1.9878373387325181,-0.2791180711502207,7,28,3.588,1
-2.1623478464189136,-0.2587347732428892,7,28,3.308,1
-2.36219764317593,-0.3923500947769658,7,28,2.995,1
-1.2235080746881164,0.017440703004798594,12,28,4.467,1
-1.2184833431139257,-0.04438575253999455,12,28,4.312,1
-1.628696697339197,-0.1251849847944615,12,28,3.82,1
-1.49186592205273,-0.13240637765430027,12,28,4.019,1
-0.9652205156077454,0.009784022957172568,12,28,4.582,1
-0.9910006121610341,-0.05005223500069057,12,28,4.626,1
-1.34503362193562,0.07346619112943992,12,28,4.298,1
-1.5693768104559342,-0.03800607525039627,12,28,4.01,1
-0.8913424212576134,-0.08701178622720587,12,28,4.967,1
-1.0463365606663297,-0.04154256293897025,12,28,4.781,1
-0.860450261490936,0.13200065845005512,12,28,4.944,1
-1.1361537455993365,0.11268143100117915,12,28,4.496,1
-1.2985625779927108,-0.033853361957794884,12,28,4.253,1
-1.3563273698005556,-0.06496435007358825,12,28,4.175,1
-1.109640710956363,0.020634513053046106,12,28,4.357,1
-1.2531747317306758,0.09264474144957426,12,28,4.286,1
-1.1785463642851342,0.14950436916933324,12,28,4.467,1
-1.2620595304704962,0.03843956735673865,12,28,4.363,1
-1.3520744296786658,-0.10109487043163673,12,28,4.28,1
-0.5901049700569808,0.11873798573035385,12,28,5.444,1
-0.3634648336571601,0.08821423686105263,16,28,5.479,1
0.04000662734893421,0.238615278224173,16,28,5.947,2
-0.6584095800062417,0.00577537301068712,16,28,4.942,1
0.6696691559489647,0.34581648298331585,16,28,6.808,2
-0.1735807072881126,0.17903319764997466,16,28,5.432,2
-0.3215310800071537,0.19920569577232256,16,28,5.537,2
-0.062385918523351694,0.17260360600617772,16,28,5.739,2
0.41428953109367656,0.31930098509555405,16,28,6.326,2
-0.5270770273003011,-0.008939464234277593,16,28,5.167,1
-0.24116491424538636,0.28415451971726025,16,28,5.669,2
0.6983070077400952,-0.2275600750744855,16,28,6.486,2
0.05567715553704891,0.2051806591680052,16,28,5.803,2
0.44870603050375407,0.2849473101340656,16,28,6.368,2
2.02511319259923,0.32163642320996716,16,28,8.36,2
1.342348312627262,0.23309427179297545,16,28,7.371,2
1.6462071543338863,0.38927761428834246,16,28,7.726,2
1.9675589163485903,0.18581783404037464,16,28,8.595,2
1.29148669058918,-0.03406020285165631,16,28,7.483,2
1.0493572032524718,0.20386441535781102,16,28,7.055,2
2.441168836151291,-0.27135423294343247,16,28,8.973,2
0.1823116239008342,0.2259806401386842,20,28,5.865,2
0.7715924628034141,0.3436391517814537,20,28,6.653,2
-0.07663466365395347,-0.0019453078266309734,20,28,5.575,2
1.4054977904253725,0.34332938585663414,20,28,7.556,2
0.459302742512675,0.11117708187411568,20,28,6.105,2
0.33584349639260447,0.4758990259839345,20,28,6.164,2
0.6108223541377009,0.30001193647018737,20,28,6.375,2
1.2558928517043628,0.22708915809431693,20,28,7.222,2
0.11216781212391455,0.0766810119274421,20,28,5.684,2
0.4328708250610685,0.27532287878116835,20,28,6.375,2
0.7930110071885464,-0.4968310987753444,20,28,6.574,2
0.05971344693180841,0.2312570825489113,20,28,5.793,2
0.6594268387995705,0.19514594432165672,20,28,6.601,2
2.2068948903409638,0.028365982535859577,20,28,8.777,2
1.4020721455960856,0.1757379853033479,20,28,7.591,2
1.7042105214759893,0.2964361582998888,20,28,7.776,2
2.276828319904115,0.3433526038777544,20,28,8.732,2
1.4162050721474824,-0.17840469010927315,20,28,7.527,2
1.176321612182285,0.16025292026905533,20,28,7.142,2
2.7255580524442626,-0.30350535823702923,20,28,9.196,2
5.36559086625016,-0.3354749818543489,24,28,11.966,3
5.077242954791348,-0.8619812879578418,24,28,11.784,3
5.120484830348903,-0.456343766696875,24,28,11.969,3
6.4489563965751415,-1.2765343950708539,24,28,13.893,3
4.792133195262495,-0.5132857290561246,24,28,11.912,3
5.278321538947035,-0.4766778084246871,24,28,12.187,3
3.751773806155849,-0.37819583059447304,24,28,10.205,3
4.569776488092002,-0.40257486137449183,24,28,10.918,3
5.070185503362094,-0.87582716828161,24,28,11.441,3
4.623863200262656,-0.6500699297708824,24,28,11.364,3
5.16714585691661,-0.9272495120235443,24,28,12.121,3
6.047921005188468,-0.7667471192190954,24,28,12.991,3
6.669675935336181,-0.7270795234417667,24,28,13.717,3
6.3290585101329375,-0.7625904576420077,24,28,13.864,3
4.056595693126073,-0.3665836071598459,24,28,10.311,3
5.912568476981768,-0.8245859249621812,24,28,12.915,3
5.607693362143543,-0.40175718012363504,24,28,12.528,3
5.515910746710773,-0.7231581984968815,24,28,12.49,3
6.278286869043574,-1.0227893607101126,24,28,13.256,3
5.9015761236726005,-0.7179298269841295,24,28,12.968,3
