Comp.1,Comp.2,DPH,Temperature,SL,Cluster
-2.5723718281882713,-0.34833588598264564,7,24,2.772,1
-2.418168506689725,-0.428380107268846,7,24,3.089,1
-2.307471193995694,-0.19472585572092282,7,24,3.079,1
-2.2658298840096336,-0.4170797042736914,7,24,2.884,1
-2.189437547370202,-0.007815857294728598,7,24,3.09,1
-2.384309020229576,-0.24719448326446072,7,24,3.098,1
-2.1552931221301086,-0.3411486664649468,7,24,3.258,1
-2.7926255884965916,-0.4357771849907017,7,24,2.389,1
-2.1606569806515155,-0.18524776871854068,7,24,3.35,1
-2.42999117465611,-0.28995791703502094,7,24,2.921,1
-2.398921953326585,-0.17004121868402877,7,24,3.037,1
-2.134087468299652,-0.11160952732742643,7,24,3.398,1
-2.506582434946405,-0.23050508355856075,7,24,2.95,1
-2.387926518594868,-0.21098483905650758,7,24,3.124,1
-2.252305883755265,-0.2659851229232906,7,24,3.175,1
-2.591043933471785,-0.4074196410555908,7,24,2.728,1
-2.5072333011083425,-0.22373964190870782,7,24,2.84,1
-2.1812026739729222,-0.19323663404794045,7,24,3.295,1
-2.2446901243744066,-0.21147551710015805,7,24,3.186,1
-2.207881531417074,-0.30647822635121263,7,24,3.146,1
-2.3749123089310653,-0.22459636800888771,7,24,3.155,1
-2.420596649130154,-0.39790492550454304,7,24,3.127,1
-2.2353500829400144,-0.26317790212569214,7,24,2.91,1
-2.454152997918884,-0.1954560644041622,7,24,3.058,1
-2.219901831913688,-0.2922472706110241,7,24,3.307,1
-2.568765911696469,-0.2981871588798871,7,24,2.842,1
-2.282592565073979,-0.33635007856993404,7,24,3.195,1
-2.1751456909190834,-0.13774031677537246,7,24,3.241,1
-2.150357358911629,-0.32778724667506187,7,24,3.347,1
-2.5122134547724206,-0.41253174788158714,7,24,2.81,1
-2.4713384607921087,-0.39578261982006235,7,24,2.845,1
-2.6815042925501014,-0.33501180477375514,7,24,2.554,1
-2.668093512025362,-0.32171420620158453,7,24,2.754,1
-2.4504089443470827,-0.29137057303640107,7,24,2.901,1
