Temperature,a,b,R2
20,2.6146893657855066,0.0046507376970215605,0.908883986710169
24,2.325887768260339,0.0036618255544523114,0.7245536194807874
26,1.6789481669006812,0.004821778631077153,0.7314211320170377
28,1.9892011241576353,0.003908245759152516,0.8583651034850749
